0,18.21073309
1,33.8624417
2,3.139155871
3,6.838592936
4,17.92653989
5,14.17053543
6,15.64057952
7,21.7182511
8,10.65726317
9,17.47297944
10,12.38748585
11,12.65586201
12,6.712161091
13,9.699135638
14,9.017786239
15,20.05160661
16,13.8009882
17,19.55220572
18,15.29550969
19,15.41560319
20,24.68255093
21,13.99299524
22,18.15278621
23,16.05585764
24,8.36831493
25,9.223378703
26,6.334661355
27,36.19683008
28,0
29,2.062297676
30,4.619126029
31,9.575386651
32,13.34396174
33,9.507834101
34,13.77635119
35,13.99949639
36,10.59391799
37,10.79649912
38,13.00632298
39,8.374297225
40,19.54875768
41,9.148405631
42,12.83981337
43,12.81080924
44,18.13209326
45,17.42215956
46,19.18591298
47,26.35524358
48,19.89584945
49,13.36532975
50,0
51,2.640159046
52,3.12131597
53,3.423581137
54,7.946725777
55,14.91032386
56,7.991725669
57,19.70162305
58,14.38270039
59,4.652649361
60,6.306074343
61,12.42191285
62,9.98534389
63,10.44025288
64,12.73495072
65,19.43370278
66,18.83198232
67,14.45979001
68,20.79342691
69,26.45275553
70,28.05703163
71,22.09070923
72,14.12382145
73,21.16041609
74,16.06731545
75,23.11708559
76,1.884907141
77,3.252654616
78,9.593707516
79,4.14134936
80,8.009977289
81,16.92492815
82,16.59976216
83,15.09393212
84,4.69100954
85,13.21096652
86,11.26478139
87,16.0094831
88,12.10674057
89,18.92238214
90,21.95524849
91,17.2776989
92,21.50195162
93,11.76018502
94,22.12638809
95,23.13212469
96,18.54028436
97,30.50951589
98,15.98545455
99,25.25469325
100,60.666442
101,7.230065045
102,9.203915884
103,9.421254371
104,24.09975845
105,15.00204151
106,18.53607532
107,19.5386273
108,18.48960211
109,14.58295656
110,20.06080859
111,25.41759139
112,17.18021364
113,30.45012601
114,25.27321012
115,21.54866712
116,21.92548901
117,28.53605769
118,36.37380161
119,35.30763146
120,28.08710551
121,42.02477425
122,21.4050091
123,35.14538614
124,17.42179177
125,36.4354101
126,19.65302438
127,21.27452587
128,12.49628863
129,32.17316671
130,31.76640319
131,29.69149354
132,26.54366161
133,20.98900015
134,27.89370582
135,24.14849002
136,28.46819551
137,33.92939614
138,32.78304801
139,33.57613418
140,26.00474934
141,45.05210398
142,55.24394663
143,51.69786452
144,40.25669514
145,52.97160847
146,41.33145275
147,46.85075567
148,17.20601924
149,43.26246787
150,27.20097536
151,6.927965033
152,33.82681253
153,26.17638449
154,15.54873317
155,12.6419281
156,20.47049252
157,12.68767189
158,18.36472791
159,15.977926
160,14.12094577
161,18.4949137
162,11.17840938
163,21.32554913
164,19.76512277
165,21.75494464
166,21.91309267
167,21.75407098
